time,cycles,branches,instructions,cache-reference,cache-misses,bus-cycles,branch-loads,iTLB-load-misse,dTLB-load-misse
1.750924892,0,0,0,365574,47479,27658,531011,0,0
1.752033393,0,0,0,248903,40447,26350,803789,1787,0
1.753182351,0,0,0,0,44306,27586,569572,3328,0
1.754324381,0,0,0,0,17274,27367,598745,3934,0
1.755471354,0,0,0,0,28789,27350,519113,3534,5704
1.756611883,0,0,0,0,0,27381,587350,3135,4154
1.75775085,0,0,0,0,0,27333,681314,2575,3877
1.75889669,0,0,0,0,0,27505,589274,3091,4842
1.76000741,3728054,0,0,0,0,26659,834757,2041,3051
1.761151529,4782965,327272,6197239,82441,24063,29667,633807,3333,5062
1.762299325,3893275,0,0,0,0,0,578336,3240,3765
1.763440663,3842704,444849,2127929,0,0,0,657471,2517,4139
1.76459041,3901918,592364,2777619,0,0,0,0,3059,3973
1.765735127,3882056,848493,3909299,0,0,0,0,1858,3360
1.766878397,3878702,551948,2590680,0,0,0,0,3171,4221
1.767989715,3738912,645359,2593605,297544,0,0,0,507,2059
1.769150028,3939413,625632,2676052,329320,0,0,0,0,4315
1.770297307,3887971,536274,2523843,403135,0,0,0,0,5184
1.771443092,3856089,535208,2511852,405008,12684,0,0,0,4917
1.772583638,3869834,563200,2650709,430155,13619,0,0,0,0
1.773725296,3872690,653693,3013351,316501,43490,0,0,0,0
1.774879698,3916358,714683,3290800,351331,26468,0,0,0,0
1.775988152,3752787,745671,3478648,336158,24089,26555,0,0,0
1.777113514,9924529,903590,8788359,519923,105265,70939,865128,1138,2330
1.778237897,0,470426,2207850,325432,67790,26979,0,0,0
1.779394472,0,696062,3171569,319728,46569,27687,510479,0,0
1.780548579,0,0,3504542,331490,36891,27455,741176,0,0
1.781692094,0,0,2412285,427150,35566,27425,512924,0,0
1.782835808,0,0,2572465,408090,33921,27482,547126,0,0
1.783922427,0,0,2348539,360342,33013,25883,521832,0,0
1.785067354,0,0,0,437300,17622,27426,562236,0,0
1.786203862,0,0,0,319136,42646,27301,655396,0,0
1.787345467,0,0,0,351576,24941,27367,706455,0,0
1.788495638,0,0,0,287570,30761,27410,765167,2313,0
1.78964106,4101011,282847,9876325,73811,68029,32506,602079,3957,2745
1.790788468,0,0,0,0,38632,27517,592423,3060,0
1.791918351,0,0,0,0,41237,26909,617907,2821,4566
1.793066806,0,0,0,0,0,27567,587142,2870,4180
1.794206419,0,0,0,0,0,27344,846942,1987,3469
1.79534912,0,0,0,0,0,27447,541675,3503,4767
1.796487636,3834120,0,0,0,0,27021,537164,3767,5794
1.797631697,3879794,0,0,0,0,0,530167,3137,4853
1.798783455,3905657,0,0,0,0,0,594775,3420,4657
1.79991868,3824178,666696,3024332,0,0,0,610431,2747,4396
1.801066565,3894197,595432,2799016,0,0,0,0,3088,4842
1.802193373,3822640,874425,4014921,0,0,0,0,1912,3188
1.803335341,8280605,974458,8466776,106679,51600,59437,708107,3670,6277
1.804486003,5235704,635322,3087192,409007,43477,32628,644578,1542,5567
1.805610599,3811424,531258,2477017,347443,0,0,0,0,4015
1.80672013,3763169,811110,3737044,293898,0,0,0,0,3279
1.80787939,3900809,547371,2587286,378415,29711,0,0,0,4137
1.809026364,3891090,606934,2858757,420764,25669,0,0,0,0
1.810167101,3869487,541058,2547988,407667,29817,0,0,0,0
1.811307666,3868854,554694,2539480,399470,25706,0,0,0,0
1.812454377,3875006,665240,3074465,333819,36534,27340,0,0,0
1.813587011,0,664015,3056869,357421,27208,27179,0,0,0
1.814727383,0,817741,3820728,325113,25476,27354,0,0,0
1.815874627,4459325,569108,4161577,417208,69650,33185,636986,933,1661
1.817025136,0,0,2608796,371986,43713,27632,557982,0,0
1.818169163,0,0,3106293,329401,40470,27467,676647,0,0
1.819316679,0,0,2703101,379047,35662,27505,574653,0,0
1.820458686,0,0,3034873,299146,32795,27222,867711,0,0
1.821600327,0,0,0,366300,51098,27410,551329,0,0
1.822750305,0,0,0,409193,34028,27594,566029,0,0
1.82389518,0,0,0,379078,39245,27306,534044,3666,0
1.825041025,0,0,0,0,13747,27427,609344,3598,0
1.826151676,0,0,0,0,22813,26845,573350,2710,0
1.827325314,0,0,0,0,78687,28261,499500,2397,0
1.82849207,0,0,0,0,43386,27642,824515,1699,3147
1.829645923,0,0,0,0,39193,27985,520053,3037,4933
1.830828998,9856833,1032670,12681209,247492,64694,70421,932459,4068,6590
1.831984265,3855376,0,0,0,0,27120,535037,2885,3653
1.833130872,3889196,0,0,0,0,0,811209,1673,3369
1.834278617,3849159,0,0,0,0,0,534772,3032,4250
1.835407496,3684140,233117,1124702,0,0,0,559792,3951,5149
1.836590646,3804638,381580,1790264,0,0,0,0,2611,3693
1.837874557,4161025,337483,1592243,0,0,0,0,2318,3181
1.83922487,4045452,286347,1282492,0,0,0,0,1336,2013
1.840408929,3273581,375544,1768957,335733,0,0,0,1728,3735
1.841564087,3453140,595704,2747188,271556,0,0,0,0,3326
1.842726162,3478214,512759,2409070,336339,0,0,0,0,4292
1.843880085,3429384,800073,3679036,259561,26540,0,0,0,2472
1.844996744,4221254,542281,3706496,339438,59933,29860,390497,848,1472
1.846158779,3477868,488462,2324554,336660,54913,0,0,0,0
1.847329185,3503018,594841,2736509,303519,34233,0,0,0,0
1.848478982,3417769,505375,2364506,321788,33308,27374,0,0,0
1.849632254,0,505628,2369797,325207,34775,27677,0,0,0
1.850787489,0,800992,3691385,261000,30674,27725,0,0,0
1.851925182,0,525673,2122497,285407,62201,27270,360593,0,0
1.85311139,0,0,1863414,279873,61065,28540,420947,0,0
1.854319071,0,0,1986994,319513,74923,29959,421055,0,0
1.855710723,0,0,881517,114574,54446,33115,162020,0,0
1.85705466,0,0,0,238912,83236,28864,272861,0,0
1.858238839,0,0,0,356570,35596,28225,501223,0,0
1.859399808,0,0,0,327848,19985,27710,537072,759,0
1.860554849,0,0,0,0,45908,27623,527449,2017,0
1.861705681,0,0,0,0,24673,27574,660704,1912,0
1.862858821,0,0,0,0,20994,27369,687558,1987,0
1.86397594,8642844,749489,12975222,147989,113051,74160,797997,3984,2763
1.865164027,4160017,290090,1721804,187945,68588,30411,457964,2547,1596
1.866315042,0,0,0,0,39306,27532,460648,2791,0
1.867445723,0,0,0,0,32483,26881,752890,1401,2594
1.86861084,0,0,0,0,0,28251,457764,2664,3642
1.869795105,0,0,0,0,0,28270,503102,3378,4567
1.870954527,0,0,0,0,0,27746,443460,3123,3980
1.872077436,3278554,0,0,0,0,26894,490990,2487,3643
1.873226808,3439704,0,0,0,0,0,499699,3291,4123
1.87436898,3418219,0,0,0,0,0,604641,1933,3325
1.875513432,3400098,456439,2134853,0,0,0,516672,2942,4139
1.876670461,3463639,811635,3728394,0,0,0,0,1417,2829
1.877785555,4155971,544132,3388776,70989,22127,29723,421353,3238,4362
1.878941752,3461032,488108,2317242,0,0,0,0,2758,3800
1.88005505,3304904,546856,2516312,282117,0,0,0,2578,3319
1.88120628,3445439,550565,2568016,324433,0,0,0,0,3648
1.882365145,3469848,505807,2379134,330569,0,0,0,0,3541
1.88352102,3431713,775301,3571312,252588,29704,0,0,0,2521
1.884644983,3369717,474132,2229453,297808,48964,0,0,0,0
1.885824916,3533620,455875,2060279,297089,67349,0,0,0,0
1.887000775,3513725,502932,2364742,370176,37610,0,0,0,0
1.888119829,3341234,409728,1922711,340441,40216,26554,0,0,0
1.889282047,0,539320,2542928,374016,17295,27819,0,0,0
1.890428536,0,601237,2770855,309538,26821,27542,0,0,0
1.891585531,0,513981,2482363,320504,32703,27510,578950,0,0
1.892733734,0,0,3677162,275028,24174,27570,802795,0,0
1.893922202,4130899,314000,3550998,409847,52076,39812,596404,722,1937
1.895125146,27190332,2079873,44845708,123733,68306,214018,2122476,887,1196
1.896566326,21527711,1403008,7997111,792069,313208,167294,1274363,2385,5854
1.897720731,3498905,0,2567448,206878,85408,26748,448130,0,0
1.898847356,0,0,2153426,299950,53094,26569,457350,0,0
1.899930696,0,0,2137053,247482,44556,25840,521032,0,0
1.901097176,0,0,0,306876,29886,27999,483757,0,0
1.902229246,0,0,0,220621,24181,27271,534269,0,0
1.903399755,0,0,0,281037,60313,27955,548200,1026,0
1.904562914,0,0,0,0,59560,27690,475084,2748,0
1.905716225,0,0,0,0,13732,27608,549920,3540,0
1.906867368,0,0,0,0,37258,27652,459379,3072,0
1.907978997,0,0,0,0,15369,26465,519208,2904,3887
1.909128415,0,0,0,0,0,27584,549366,2704,3566
1.910270761,0,0,0,0,0,27427,578751,2326,3778
1.91142239,2271895,0,0,0,0,27630,819692,1545,2733
1.912568757,3433174,0,0,0,0,0,480734,2766,3996
1.913710178,5578600,647719,9340831,59193,23472,43298,628275,2949,4542
1.914869241,3468871,0,0,0,0,0,479797,2954,3498
1.915992599,3333310,878761,4068340,0,0,0,583846,1287,2544
1.91714842,3459500,500612,2361069,0,0,0,0,2793,3725
1.918299476,3447458,389702,1835324,0,0,0,0,3510,5228
1.919451247,3416144,412636,1941578,243954,0,0,0,3206,4661
1.920625033,3511513,429410,1950699,312396,0,0,0,0,3435
1.921784544,3469668,532905,2512709,377720,0,0,0,0,4018
1.922930732,3430633,554825,2597744,340324,0,0,0,0,3679
1.924043033,3303170,526150,2424930,274468,35119,0,0,0,2917
1.925195754,3478276,712445,3279748,282757,27126,0,0,0,0
1.926346745,3674979,662708,3102828,322038,37121,0,0,0,0
1.927459632,4484981,612442,3486535,398268,67047,31439,438041,781,1571
1.928613346,0,569465,2625655,344314,37501,27695,0,0,0
1.92976105,0,616015,2870206,333737,30841,27521,0,0,0
1.930880989,0,511664,2404290,329396,32689,26936,0,0,0
1.931996748,0,729464,3666744,264272,34885,26501,840821,0,0
1.933144534,0,0,2514687,308522,49236,27556,550058,0,0
1.934291764,0,0,2300894,377015,23972,27578,490400,0,0
1.93545286,0,0,1780406,294750,31946,27749,371898,0,0
1.936629692,0,0,0,371829,58086,28148,442334,0,0
1.93778484,0,0,0,395191,16720,27564,571917,0,0
1.938924636,0,0,0,291227,39715,27374,632423,0,0
1.940042535,0,0,0,353895,27224,26655,552641,2578,0
1.941187161,0,0,0,0,24059,27441,848336,1965,0
1.942300772,5565253,391449,9044891,67372,99719,44012,608410,3132,1317
1.943414274,0,0,0,0,49814,25922,452438,2482,2404
1.94454133,0,0,0,0,0,27068,586472,2310,3518
1.945678378,0,0,0,0,0,27276,735547,1980,3184
1.946800189,0,0,0,0,0,26957,507927,3383,4509
1.947885777,3507004,0,0,0,0,25489,492800,3473,4876
1.94901422,3716001,0,0,0,0,0,433464,2190,3557
1.950147583,3582835,0,0,0,0,0,784714,364,1781
1.951267574,3577350,0,0,0,0,0,465990,2939,4546
1.952390407,3554640,558804,2621575,0,0,0,408435,3314,4584
1.953516382,3595053,570683,2634237,0,0,0,0,1967,3859
1.954651881,3625763,629992,2884145,0,0,0,0,2485,4312
1.95578026,3574586,749953,3494365,350945,0,0,0,1548,3422
1.956903194,4404513,399817,2582950,333543,20588,30978,348443,737,4078
1.958061392,3696299,482710,2265062,331431,0,0,0,0,3974
1.959240538,3764096,643420,2952846,296146,0,0,0,0,3782
1.960386649,3630141,562148,2639301,358869,24371,0,0,0,5488
1.961533725,3661378,570403,2623818,327503,36859,0,0,0,0
1.962685224,3675974,784994,3661334,304552,25565,0,0,0,0
1.963828172,3642185,525945,2478890,364578,39502,26913,0,0,0
1.964994904,0,515277,2330375,367065,41887,28137,0,0,0
1.96615511,0,426301,2006866,336141,65216,27892,0,0,0
1.967319163,0,533137,2515635,395230,33083,27833,0,0,0
1.968468775,0,620040,2650051,361343,25617,27294,560331,0,0
1.969590017,0,0,2509670,294172,44195,26915,542833,0,0
1.970737313,0,0,3900814,289968,23896,27497,854960,0,0
1.971883048,2379920,125176,2498204,322886,43902,27119,519679,1625,3382
1.973067743,6089623,531688,12267459,488949,94022,45555,690627,495,1028
1.974228733,0,0,0,327018,36352,27844,517225,0,0
1.975376964,0,0,0,246628,29350,27519,812247,0,0
1.976526019,0,0,0,224984,40642,27401,537645,2929,0
1.97767043,0,0,0,0,15002,27428,569896,3821,0
1.978818494,0,0,0,0,32453,27588,485365,3320,0
1.979939768,0,0,0,0,38782,27055,517690,2662,5006
1.981101646,0,0,0,0,0,27529,563550,3109,4415
1.982244231,0,0,0,0,0,27405,608073,2357,4283
1.983385289,0,0,0,0,0,27369,850973,1504,3122
1.984509909,4528785,106072,550194,151230,25661,32386,596425,3144,4492
1.985670529,3727564,0,0,0,0,0,518440,3176,4320
1.986814206,3651377,0,0,0,0,0,636935,2291,3760
1.987919082,3496996,566561,2656009,0,0,0,546527,2703,4105
1.989074408,3689614,579461,2660927,0,0,0,0,2720,3888
1.990218781,3812469,821712,3842965,0,0,0,0,2010,3441
1.99135949,3868938,580478,2733351,0,0,0,0,3593,4858
1.992499553,3840343,546888,2487609,392781,0,0,0,2001,5865
1.993650151,3902790,499377,2349749,416284,0,0,0,0,4914
1.994791529,3871058,599564,2825562,421092,0,0,0,0,4666
1.99591798,3794229,648420,2996520,324496,51264,0,0,0,4529
1.997065053,3891333,674936,3108002,362349,25606,0,0,0,0
1.998216644,3906129,828496,3875605,334338,25608,0,0,0,0
1.99935846,6375138,829886,4706208,560018,119009,43666,536023,545,1190
2.000515359,3895457,562450,2635703,373549,43742,27560,0,0,0
2.001660321,0,841651,3883550,291639,38687,27474,0,0,0
2.002811268,0,573134,2705448,389434,40978,27638,0,0,0
2.003914821,0,566479,2715643,422993,14636,26291,583478,0,0
2.005062134,0,0,2431440,415321,32716,27507,518163,0,0
2.006176517,0,0,2569427,370795,35444,26929,559370,0,0
2.007315508,0,0,2701603,335675,54579,27434,586067,0,0
2.008489899,0,0,3133965,219066,69661,28010,351957,0,0
2.009700482,0,0,0,177458,64640,29669,229011,0,0
2.010950022,0,0,0,133879,54334,29047,248486,0,0
2.012172267,0,0,0,153961,43688,28386,460458,596,0
2.013414098,0,0,0,0,62741,30317,241025,1564,0
2.014645552,0,0,0,0,61857,29453,206801,1146,0
2.01640124,5750052,783741,9942156,91296,86586,50510,308719,3145,4266
2.017662438,0,0,0,0,0,31027,180397,891,1708
2.019088479,0,0,0,0,0,34480,127952,705,1273
2.02042421,3599472,0,0,0,0,31526,87256,979,1144
2.021768599,3485939,0,0,0,0,0,97148,1067,1361
2.023042251,3307908,0,0,0,0,0,211198,1146,1309
2.024387156,3221022,170579,793939,0,0,0,91498,806,1947
2.025701912,3149338,264045,1192332,0,0,0,0,643,1531
2.027027151,3148834,125540,591153,0,0,0,0,986,1612
2.028286486,2965499,149639,697688,142746,0,0,0,841,1880
2.029491214,2881122,274581,1286431,188153,0,0,0,0,2271
2.030691852,2869762,285435,1339000,205756,0,0,0,0,2199
2.03196931,3006092,101827,473234,92592,27277,0,0,0,1942
2.033442604,3486061,195017,866539,85955,48075,0,0,0,0
2.034773146,3210166,450734,2089619,122879,41520,0,0,0,0
2.036119695,3191958,138700,669301,107819,61045,31130,0,0,0
2.037456683,0,153373,704199,112707,63342,32941,0,0,0
2.038817926,0,180241,851220,100063,41332,32258,0,0,0
2.040114716,0,102038,414754,91649,49354,29555,77547,0,0
2.041400537,0,0,783254,142973,55824,30476,167642,0,0
2.042640691,0,0,779268,151125,78110,29644,180120,0,0
2.043914619,0,0,1209696,173884,80160,30070,213149,0,0
2.045169891,0,0,0,147092,61406,30165,192927,0,0
2.046405846,0,0,0,138386,52954,30420,206346,0,0
2.047735202,0,0,0,112131,52594,30664,97684,900,0
2.049020332,0,0,0,0,53104,31963,119352,826,0
2.05038734,0,0,0,0,47528,33399,104567,735,0
2.05174911,0,0,0,0,51721,30520,103403,1373,2293
2.053040931,0,0,0,0,0,31322,193766,747,1534
2.054345132,0,0,0,0,0,32560,92558,754,983
2.055819445,3086486,0,0,0,0,37626,61686,534,680
2.057597741,4033334,0,0,0,0,0,44149,480,825
2.058993549,3183432,0,0,0,0,0,80210,492,1039
2.06021979,2778620,130587,622228,0,0,0,147440,1547,2192
2.061534526,3044282,86155,400005,0,0,0,0,746,1023
2.06297397,3278574,217578,1018839,0,0,0,0,1051,1066
2.064318179,3071514,267676,1210065,112507,0,0,0,876,1802
2.065831741,3485561,89891,417256,61012,0,0,0,0,923
2.067172674,2886388,230820,1085814,164251,0,0,0,0,1983
2.068398167,2704253,184383,868445,141715,61637,0,0,0,2712
2.069831089,3127375,240307,1076396,113637,53479,0,0,0,0
2.071233523,3075668,233050,1083828,78485,38485,0,0,0,0
2.072628344,3006511,294089,1358163,95459,32061,32307,0,0,0
2.073928848,0,190908,892718,141441,70074,30423,0,0,0
2.07521004,0,262475,1248965,176178,81984,30625,0,0,1996
2.076816628,6095791,438931,5029125,225700,95943,69696,445625,442,1086
2.07823555,0,99208,455074,94017,56759,30123,0,0,0
2.07948631,0,294555,1334723,160363,69102,30072,174540,0,0
2.080776531,0,0,1099057,207710,73688,30387,234619,0,0
2.081995559,0,0,1272033,176336,65112,29586,273483,0,0
2.083287443,0,0,2335649,139597,48373,30499,522117,0,0
2.084572834,0,0,2863409,140778,68069,30377,233158,0,0
2.08588342,0,0,0,142132,69785,32500,204575,0,0
2.087527093,0,0,0,50496,28964,39753,102196,105,0
2.089130712,0,0,0,0,41908,34030,62615,814,0
2.090512427,0,0,0,0,54623,33219,90904,1262,0
2.091824273,0,0,0,0,76179,31532,170505,1453,1968
2.093181823,0,0,0,0,0,30101,200107,1776,2119
2.094553722,0,0,0,0,0,33695,172707,1242,1623
2.095880794,2507608,0,0,0,0,28232,221410,1388,2170
2.097118673,2528284,0,0,0,0,0,254357,1968,2527
2.098397309,2406239,0,0,0,0,0,135537,1348,1826
2.099784645,2684063,137788,639810,0,0,0,80580,1110,1190
2.101050428,2650404,272680,1226926,0,0,0,0,1040,2112
2.102276999,2571269,172133,802518,0,0,0,0,1604,2051
2.103629536,2765213,90288,428791,56488,0,0,0,369,1018
2.105018406,2906236,87519,415151,95238,0,0,0,0,1233
2.106316961,2711334,222008,1061449,151346,0,0,0,0,1613
2.107662074,2812795,291118,1289420,139018,45699,0,0,0,1882
2.109118384,3040681,187065,887092,82488,39555,0,0,0,0
2.110507301,2751294,206569,972162,159004,76096,0,0,0,0
2.111750623,2595828,336917,1575442,215868,56668,28894,0,0,0
2.11292278,0,530241,2425904,145634,33217,25236,0,0,0
2.114083765,0,323986,1505965,197919,59548,27620,0,0,0
2.115349831,0,149027,701115,83186,49522,30551,40244,0,0
2.116624386,3443843,255867,2778821,188587,103502,39356,276092,2078,1328
2.117870358,0,0,0,0,56316,29959,234226,1969,0
2.119062597,0,0,0,0,51588,29383,202605,1371,0
2.120452579,0,0,0,0,42415,32341,58937,707,1024
2.121774132,0,0,0,0,0,31634,107266,967,1508
2.123104808,0,0,0,0,0,32000,204777,1185,1139
2.124391622,2712572,0,0,0,0,30384,185335,782,1739
2.125717142,2798758,0,0,0,0,0,278991,1032,1881
2.127147722,3134827,0,0,0,0,0,161981,1127,1274
2.128429148,2600528,334389,1564936,0,0,0,161990,1379,2077
2.12965313,2571457,302925,1420110,0,0,0,0,2048,2098
2.130832689,2590200,408716,1872512,0,0,0,0,1029,2184
2.132148242,2869268,364694,1678811,66028,0,0,0,172,648
2.133403565,2728334,177120,832254,143814,0,0,0,0,2126
2.134628464,2690877,243596,1151344,158261,0,0,0,0,2392
2.135878296,2710826,148960,706269,159217,76242,0,0,0,2763
2.137269051,3024285,159144,701968,89177,43767,0,0,0,0
2.138555864,2952256,150351,669242,140130,73389,0,0,0,0
2.139942809,3176282,158205,750767,125461,56454,31694,0,0,0
2.141261166,0,217273,1023580,183575,77884,31014,0,0,0
2.142477024,0,303703,1426575,231255,72576,29162,0,0,0
2.143686541,0,326993,1553759,273104,44195,28488,334962,0,0
2.144866758,0,0,1834280,287685,22726,28226,390366,0,0
2.14603722,0,0,2045765,281374,9250,28053,435082,0,0
2.147169937,0,0,2005259,193033,39481,27285,436497,0,0
2.148438048,0,0,1705106,157459,62447,32068,217166,0,0
2.149864969,0,0,0,140202,56228,32954,190634,0,0
2.151104069,0,0,0,142651,53363,29730,271126,0,0
2.152356109,0,0,0,148131,38089,30216,454005,607,0
2.15379349,0,0,0,0,37954,34915,106474,626,0
2.15518748,0,0,0,0,43633,34946,119270,815,0
2.156583328,0,0,0,0,34504,30531,133648,1124,1797
2.157846815,5073504,478501,9115292,92801,41454,61134,448517,1680,2519
2.159112967,3386203,0,0,0,0,29237,266985,2139,2842
2.160297582,2684711,0,0,0,0,28224,322702,1483,2277
2.161460927,2666482,0,0,0,0,0,372701,2140,2785
2.162607124,2629862,0,0,0,0,0,642884,659,1562
2.163751557,2602358,407317,1925044,0,0,0,360706,1890,2964
2.164996482,2903469,224167,1053148,0,0,0,0,1576,1964
2.166371854,3118045,171546,818286,0,0,0,0,1404,1948
2.167589601,2755616,245082,1147269,186205,0,0,0,2169,2798
2.168862049,2950980,204390,962096,167379,0,0,0,0,2561
2.170273308,3225415,133050,628053,93047,0,0,0,0,1501
2.171581477,2952734,151066,709204,133652,75654,0,0,0,1408
2.172874564,2965327,177021,837151,145489,65271,0,0,0,0
2.174189275,3002039,265636,1255889,211589,73947,0,0,0,0
2.175443935,2867818,346279,1555835,230632,59826,22435,0,0,0
2.176636494,0,380685,1799175,272158,39732,28467,0,0,0
2.177817976,0,473596,2171411,204927,42101,28374,0,0,0
2.179003215,0,376703,1775228,248558,37702,28347,0,0,0
2.180169135,0,398857,2381799,220152,24263,27673,581660,0,0
2.181439333,0,0,2378031,194662,55690,32800,505276,0,0
2.182880181,0,0,802470,121184,56750,32331,170825,0,0
2.184070178,3619075,397764,2941819,243154,91713,39463,277707,471,1306
2.185318856,0,0,0,195781,75550,30031,273653,0,0
2.186650714,0,0,0,108663,55662,32043,143270,0,0
2.187962421,0,0,0,147218,63213,30919,147806,1377,0
2.189253591,0,0,0,0,65227,30989,222896,1231,0
2.190562171,0,0,0,0,60524,30652,370161,792,0
2.191767457,0,0,0,0,78080,28566,314092,1995,2933
2.192959634,0,0,0,0,0,26098,327680,1691,2527
2.19411945,0,0,0,0,0,27755,375136,2127,2831
2.195268031,0,0,0,0,0,27506,648792,920,1779
2.196421911,2743686,0,0,0,0,27626,428155,1767,2846
2.19759588,2825218,0,0,0,0,0,332349,2152,3096
2.198911022,2921808,0,0,0,0,0,68765,1195,1394
2.20013993,2906577,235391,1118502,0,0,0,167084,2215,2996
2.201351275,2915861,240549,1130481,0,0,0,0,2381,3347
2.202602207,2985992,154690,727958,0,0,0,0,646,1471
2.203971221,3241625,166014,774792,179550,0,0,0,1610,1998
2.205256713,3083315,193455,916146,156045,0,0,0,0,1900
2.206542776,3073826,268489,1267284,181464,0,0,0,0,1911
2.207723061,2784154,332091,1562183,261202,36525,0,0,0,2898
2.208906635,2840765,417865,1961759,260652,49064,0,0,0,0
2.210100209,2597643,398910,1835534,198710,51726,0,0,0,0
2.21127538,2812947,406939,1899723,274828,35338,0,0,0,0
2.21244973,2801671,702591,3215672,200151,24427,27912,0,0,0
2.213599927,0,404106,1909647,251828,30435,27642,0,0,0
2.214830113,6440473,339214,5734643,200484,103742,67311,524147,644,1883
2.216215008,0,151984,1003910,114762,71108,31860,185977,0,0
2.217423127,0,0,1181303,171879,56408,28892,253828,0,0
2.218658303,0,0,1040692,196413,63205,30511,218108,0,0
2.219978298,0,0,490031,98503,43501,31217,126634,0,0
2.221319227,0,0,0,86318,44081,31823,129785,0,0
2.222643139,0,0,0,134838,58986,31378,260538,0,0
2.223925572,0,0,0,158577,59788,30026,556764,1669,0
2.22511682,0,0,0,0,72652,28625,385558,1538,0
2.226310777,0,0,0,0,59525,28511,350695,2972,0
2.22747997,0,0,0,0,14628,27620,430122,2955,2189
2.228657411,0,0,0,0,0,28302,342549,2132,3153
2.229822538,0,0,0,0,0,27913,433059,2229,2862
2.231029115,0,0,0,0,0,30093,374329,2465,2999
2.232305339,2970565,0,0,0,0,29732,84176,691,1165
2.233513181,2890037,0,0,0,0,0,254418,1942,2278
2.234706571,2855139,0,0,0,0,0,305383,1129,2729
2.235983125,3068277,117901,575236,0,0,0,199019,984,1932
2.237453613,3480404,147158,677404,0,0,0,0,1074,1446
2.238809624,3241091,176576,832632,0,0,0,0,1144,1929
2.240071552,2976003,297696,1334135,167523,0,0,0,1697,2108
2.241278947,2889275,591793,2769131,228069,0,0,0,0,1195
2.242462286,2830525,341747,1614989,222273,0,0,0,0,2728
2.243615559,3604432,430454,3128190,325844,46253,34192,367790,737,3614
2.244753571,2722633,383978,1811590,249746,47729,0,0,0,0
2.245873042,2679922,413398,1928881,258450,26563,0,0,0,0
2.247021867,2753874,492612,2261252,223725,35375,0,0,0,0
2.24830225,3087624,185478,865526,131823,53922,32415,0,0,0
2.249684347,0,241866,1143966,157884,56806,31236,0,0,0
2.250884575,0,212434,990765,191699,56465,29019,0,0,0
2.252106519,0,166852,1019190,134457,54728,28992,267696,0,0
2.253445198,0,0,1352428,128648,37538,32294,295388,0,0
2.254748667,0,0,1499182,121368,49764,31496,313079,0,0
2.255996371,0,0,862928,145791,64075,29095,181552,0,0
2.257263738,0,0,0,226072,79906,29894,338520,0,0
2.258464056,0,0,0,236869,63806,28797,397286,0,0
2.259662371,0,0,0,325862,27342,28254,411460,1686,0
2.260835586,0,0,0,0,54730,28158,338256,2135,0
2.261996979,0,0,0,0,13445,27811,429552,2553,0
2.263171217,0,0,0,0,6325,28176,419603,2604,0
2.264358172,0,0,0,0,12236,30188,403442,1415,2178
2.265758745,0,0,0,0,0,32290,174121,674,1663
2.266979642,0,0,0,0,0,29149,223691,1905,2717
2.268180518,2823489,0,0,0,0,29100,218678,1675,2540
2.269477782,3105605,0,0,0,0,0,232622,554,1618
2.270773174,3106173,0,0,0,0,0,499964,542,1389
2.27203494,2998597,230639,1066283,0,0,0,182072,1522,1657
2.273327129,3075579,230696,1095501,0,0,0,0,1200,2405
2.274507804,5555850,407326,5969990,73008,32602,54226,521715,2465,3251
2.275740985,2916414,349555,1720746,211065,0,0,0,1812,2766
2.276904211,2784592,355848,1675889,261724,0,0,0,0,2753
2.27805728,2760545,493538,2256706,218006,0,0,0,0,2575
2.279204308,2746303,564891,2625281,235933,0,0,0,0,2488
2.280361488,2748722,371166,1756098,257536,41364,0,0,0,3393
2.281572723,2937441,167160,789729,134927,68593,0,0,0,0
2.282903483,3158397,216418,1018308,189810,86805,0,0,0,0
2.284114006,2837084,222728,1052039,204771,62451,27709,0,0,0
2.285398072,0,190486,900827,125853,50868,32728,0,0,0
2.286819377,0,82343,381226,90362,49076,32636,0,0,0
2.288082752,0,145694,893067,162171,74024,29592,221237,0,0
2.289318642,0,0,1097225,194527,76407,29514,232330,0,0
2.29053458,0,0,1874869,207354,63373,29019,460557,0,0
2.291725995,0,0,2028664,161664,77356,28255,510744,0,0
2.292915636,0,0,0,243366,82897,28427,264832,0,0
2.294091064,0,0,0,283675,32156,28125,421915,0,0
2.295259352,0,0,0,216901,48025,28013,460897,0,0
2.296433981,0,0,0,241986,34956,27866,410583,2357,0
2.297672845,0,0,0,0,43543,30895,577190,922,0
2.298945966,0,0,0,0,62827,29927,291613,761,0
2.300167008,0,0,0,0,87012,29107,315677,1634,2853
2.301393758,3733495,448801,5269490,73163,21140,40169,278047,2544,3339
2.302712134,0,0,0,0,0,32866,212464,997,1845
2.304050829,3140804,0,0,0,0,32107,147163,1000,1391
2.305426472,3291233,0,0,0,0,0,109215,1199,1677
2.306812306,3303348,0,0,0,0,0,214402,1187,1442
2.308060099,2943343,447176,2010720,0,0,0,207918,1017,2262
2.309260171,2868174,322585,1503490,0,0,0,0,1721,2612
2.310421533,2776818,405348,1904261,0,0,0,0,1854,2793
2.311599455,2787651,363863,1696120,197019,0,0,0,2320,3011
2.312761108,2779122,660727,3031645,187413,0,0,0,0,2027
